	Taxon	Kingdom
b58e10a73975c9499a65cc4c7b1468f7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767; g__AKYH767; s__uncultured_Bacteroidetes	Bacteria
bc60bff44066352f28b28eb0bd87a801	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17	Bacteria
efbfec0933c045ef706324898b5868f5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17	Bacteria
5b6a46c214be400c810773a867ffb027	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_Bacteroidetes	Bacteria
d5eaf9f713b35a70e2de3420eea5353d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17; s__uncultured_Bacteroidetes	Bacteria
b3578fc4cf857b7b4b4211738c5bd690	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__FFCH9454; g__FFCH9454; s__uncultured_bacterium	Bacteria
196d252e8dbf34fffd1f46b48d767288	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93	Bacteria
30db82ecd684666762c7c5179d386246	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93	Bacteria
764b4b71f996c7bf92a88b72c561b134	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93; s__uncultured_bacterium	Bacteria
2f47f67750cb3c289231fc95227753d0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93; s__uncultured_Bacteroidetes	Bacteria
aefb94a1a0c1c6c2a894b4571c83b870	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__metagenome	Bacteria
8d5680642f0b373a78a1a793d7f79d63	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_bacterium	Bacteria
c70ae3b725e38ae2b273b75b47e08baa	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_bacterium	Bacteria
1d3c97613d79d31c0798d68077d45eb2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_Cytophagales	Bacteria
843bdd7afd989d547893a9bb21615a1c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_Cytophagales	Bacteria
6f3c8313b613148175954cf51cc3ae48	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_prokaryote	Bacteria
e7c8250e8b289c8b3b17b31379cc359b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_prokaryote	Bacteria
d93c01357b8e89772307289eb6515715	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_Sphingobacteriales	Bacteria
0e42cbd500cfa1a517c90ce8f06ca1ba	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium	Bacteria
ae78c921c712a23797cf7191a45be3ce	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__iron-reducing_bacterium	Bacteria
1554de42d7098a3acc4712fcb06a6590	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group	Bacteria
51d13c350871e7e3b09a090b61c89685	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__metagenome	Bacteria
a7eec0a5a021c6c5247e2334e81e6e6c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__metagenome	Bacteria
b7808e445301b0487f713b4295b63cfa	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__metagenome	Bacteria
646a1135f5b6531dc99a2a204c097658	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__uncultured_bacterium	Bacteria
6727f115bbc29d26aa150a50d6d58974	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__uncultured_bacterium	Bacteria
a53db821a39b71d23e827f8ce57f73e5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__uncultured_Bacteroidetes	Bacteria
a37b5ea723c1a52376f77fb7c5fbc4df	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__S15A-MN91; g__S15A-MN91; s__uncultured_bacterium	Bacteria
c481a6f4fd79f549291339f78cab873a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__S15A-MN91; g__S15A-MN91; s__uncultured_bacterium	Bacteria
e00254c81e0e58719fdcd510482c7e80	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae	Bacteria
0e55339184fe9a032b6098595b39905f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
23620e81538019f85c727ec1791df244	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
5f0927bf984f286d11de39a8867c2ac7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
a3fcb95836dcc5b6403eb7b0a26aec3e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
ad5904f852ce73680c278e1d68e64a91	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
c4c5b5884fd661baf982557a5559354a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter	Bacteria
38adc2efc7b16a7c7706e2c9b5822754	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter_calamicampi	Bacteria
36e31371eb1ad17d4cdc37bd7cda2d41	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter_rigui	Bacteria
0d34e514b2d0d3a14fbfa27a9717f5ae	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
19e8afc96fbb6ad7bed70092986a8a54	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
23a36831c3c4e499284b68ea1e0e370d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
289c294a3963b6e58cb16f57aca2cf14	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
56a48d182ce85d6bede502b5d1d48194	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
61a5eae0aaf446e565025f3eccd8c599	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
76005e49ee5951a05aacf2cc38b66f01	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
7b478e0656ca42a3b391976e405b7fa4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
7de740fc99d1aac596beb5d090c5bc50	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
861c357388b498ed9ef7ef6440b4dffa	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
96d721f4c2f47c641bc8007eef7c4dfc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
a099b394e1c5bf8da4ea283c5f27fd68	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
a759c2ceb519ebf954cac2c2257921a3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
c1c29e86eca994731a7345f692c22835	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
d15bd1dcb9de71d7452648673a59f5b8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	Bacteria
6ee76f7c45c83dc4a6f2340844478fd2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Flavobacterium_sp.	Bacteria
d0850fa09a74f1ae098a74cbad99df1c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_jejuensis	Bacteria
2542d180b48084a6fca1019781927566	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	Bacteria
1c615a0870aa641bae931608ab8e8e2c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured	Bacteria
bd0d46dda0f6570a1d665e1cded0b1e8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured	Bacteria
e9f30db05277c91a72a139eefc517b47	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured	Bacteria
3bf1b2208644cb3e8b1170785eb55c27	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured; s__metagenome	Bacteria
11400ff7e947aee1bc8e27d3dafb42f1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Z4MB62; g__Z4MB62; s__uncultured_bacterium	Bacteria
1b3a71f49866a0a4c0e72509c1d887df	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales	Bacteria
a69072e4afa6719dd7ca3de69358f26a	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales	Bacteria
5bed24256ea659af06d605055e5e6978	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__BSV40; g__BSV40; s__uncultured_bacterium	Bacteria
e7224a9b795d2e2b5feca0a260badf9d	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__BSV40; g__BSV40; s__uncultured_bacterium	Bacteria
66420b1bbff83d4a9ace8778ba6708c2	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__Ignavibacterium; s__uncultured_prokaryote	Bacteria
e1b625fb27126902276084c1e61f7936	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriales; g__Ignavibacteriales; s__uncultured_bacterium	Bacteria
a77b58ac7cf66730feb10bc7fa3121a7	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36	Bacteria
48cbaaaa884bbe309aac9354b8bfea22	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__metagenome	Bacteria
0227d5b0779939f6ee769e28e14a5c75	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__uncultured_bacterium	Bacteria
55b91017abc251e71e9634470c55275b	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__uncultured_bacterium	Bacteria
63994f58fbfe857bf07877ff47c6bdaf	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__uncultured_bacterium	Bacteria
a3c6abb727a601277b455eb6dffcf694	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36; g__PHOS-HE36; s__uncultured_bacterium	Bacteria
485e54cc6b38a71d552df7d4cce2eab3	d__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__Ignavibacteriales; f__SR-FBR-L83; g__SR-FBR-L83; s__uncultured_bacterium	Bacteria
443f4229a3d29d53efedf0d1294cfaaa	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales	Bacteria
307d99fb97058b3a061ef36772c8feb2	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium	Bacteria
4978c64b9ff08951fdaeb48202b9e88f	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium	Bacteria
917034d590d64ba77ab817d59d99ace7	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium	Bacteria
dd877ca311e2298472a80ae41c8d42f0	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_bacterium	Bacteria
25e2c52f9aaf8382287cc0326c0c661e	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales; s__uncultured_Chlorobiales	Bacteria
108be155555fb441b36128fa7198ab4a	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26	Bacteria
6880cd3a46d4ce459a0ef9d039c8f965	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26	Bacteria
04ae8e62db6bd71a7a6e40d016af11ed	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__denitrifying_bacterium	Bacteria
3ec20fb83155db2b43a689c4ffebb71e	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__denitrifying_bacterium	Bacteria
cdf4f3e1995be5e94ac272b4579f06e9	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__Ignavibacteria_bacterium	Bacteria
137a334f894d5f4180e901b8920b74b1	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
268425f28d1096a853eba13a06210c18	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
535df490a4d1e501acdb000b7312244b	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
904c18deaf2b16dea50c164783853cd3	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
a46ea00bc820b68461ab538129c66333	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
a679b76a72a5bf0b346b403cfe997b19	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
b58c7e78b2a0b6a41d78bd089d58b45f	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
c927a9fffe33e2e96369aa102a685d2b	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
e5bd62e724465b6428b7413cba70d698	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_bacterium	Bacteria
239dc5f8a67b8ee493883b9b6ae65b1c	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_Chlorobi	Bacteria
4e861f8d278ee3ca4a834f2f4ca8327e	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_prokaryote	Bacteria
5bc5a9f8ca7c66e23c1b0dcd7da2d8ee	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_prokaryote	Bacteria
b3c8ed218c95187fc1793412fa2f5397	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__BSV26; g__BSV26; s__uncultured_prokaryote	Bacteria
60bce3fa4a0749f8fb1ea203f2c322ec	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__MSB-3C8; g__MSB-3C8	Bacteria
c2e34b471b49d17e8ccf5ca8b762496d	d__Bacteria; p__Bacteroidota; c__Kryptonia; o__Kryptoniales; f__MSB-3C8; g__MSB-3C8; s__uncultured_bacterium	Bacteria
b1586b7704c0452d6ac6da6d0ff1deb4	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__Rhodothermaceae	Bacteria
19d15ab1f8fc3e2824c7e6f6b8e1b1df	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured; s__uncultured_Cytophaga	Bacteria
babe7fc2efde27e1e4c79c7c3dac3921	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28	Bacteria
d14d4e5e72237137c1df06cb3951de2f	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28	Bacteria
3bad774254c0644e3ddab658a7a90750	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__metagenome	Bacteria
3e474ba36f12b1fd6cd90f096f063830	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__metagenome	Bacteria
805e52e4c28c9f95feeba986307cc4e5	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_bacterium	Bacteria
8e7aa11bcb46e64c8c9f5b09c9628f36	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_bacterium	Bacteria
11def160a5f9b152ac1e64672ca9da06	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_Chlorobi	Bacteria
2302644e347f474f79249f310538cb74	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_Chlorobi	Bacteria
7cfcddf4f4d32e153dbd70de419f0375	d__Bacteria; p__Bacteroidota; c__SJA-28; o__SJA-28; f__SJA-28; g__SJA-28; s__uncultured_Chlorobi	Bacteria
764f27c565d9e76c698e41af6070f992	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Bacteriovorax	Bacteria
31b23df96901a1bd5e1959c8ef4e0331	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Bacteriovorax; s__uncultured_bacterium	Bacteria
61c99e8c05e4ec601235ebdd8cee0f9b	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Bacteriovorax; s__uncultured_bacterium	Bacteria
231ef520ca164cd151f5f3e3a0012466	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter	Bacteria
b71ab1bc3226da8bc6466af97db7d1fe	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter	Bacteria
9cb62fc68eacb70534e1e71aa6e34ad4	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__metagenome	Bacteria
c86a9131e5a9f0d51ca77454af2e466d	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__metagenome	Bacteria
234b7017c18be198052eeac7f47e1314	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__microbial_mat	Bacteria
27234b3dd045c92e18cb85e9e70decab	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio	Bacteria
cfcb457c66bc6fb2dd550e79aa05ab1c	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrio_exovorus	Bacteria
35bba81bc5c5a32f753e27686c5e0763	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrionales_bacterium	Bacteria
a7ed2f27896b6f6c642e10dc4aa1f72a	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrionales_bacterium	Bacteria
c321559f6ba9704ba26f6321e0dc37d9	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__Bdellovibrionales_bacterium	Bacteria
256cd62128c66bf87f458dfdd80a1577	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__metagenome	Bacteria
3d5d42cdc60058f41cccf8ba803a8e53	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__metagenome	Bacteria
185fe0cc81aa554b8a1072aaf7c1e3b7	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
40d3d9e40526ec9a227b17525f2038f8	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
92ef4e9792d056d8fc59369e6461ba33	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
b74d42800af95771688f22f942215a1f	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
b9b21e79cf7b1357f75f2ee8de1a6d52	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
c4cc221a307498218d491d318fa97f7f	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
d78bef2262f06310c868004a74ba7fc6	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
f848958d5f6ad9582bb3d95db2b19a56	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium	Bacteria
ab9a8eebc7421bcadcbb668b137bc4f4	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_deep-sea	Bacteria
ddc7102a7d6a1034952edfb7a6e0957b	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_deep-sea	Bacteria
5683bbc4321661176a273d0cbf9487f5	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade	Bacteria
6b20dd471751c7396e64fcfa9d6cc952	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade	Bacteria
707c4608a406627bc9cb20368fcd9896	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__metagenome	Bacteria
8047a5ee3eb99348428f8fd580eebc74	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__metagenome	Bacteria
e66e1e1921a905589dd1481e7ef235f3	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__metagenome	Bacteria
08ed21e19c78befe99c36a8920ede898	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium	Bacteria
285e160d99e5861fe736d8a031d9ffac	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium	Bacteria
